"geneID"	"Function"
"3525"	"Rsub_08143"	"hypothetical_protein"
"3526"	"Rsub_08145"	"PARS, proS; prolyl-tRNA synthetase [EC:6.1.1.15]"
"3527"	"Rsub_08146"	"CARS, cysS; cysteinyl-tRNA synthetase [EC:6.1.1.16]"
"3528"	"Rsub_08147"	"hypothetical_protein"
"3529"	"Rsub_08151"	"RRP45, EXOSC9; exosome complex component RRP45"
"3530"	"Rsub_08157"	"hypothetical_protein"
"3531"	"Rsub_08158"	"GUF1; translation factor GUF1, mitochondrial [EC:3.6.5.-]"
"3532"	"Rsub_08161"	"tlyA; 23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]"
"3533"	"Rsub_08162"	"MUL1; E3 ubiquitin-protein ligase MUL1 [EC:2.3.2.27]"
"3534"	"Rsub_08163"	"MRS2, MFM1; magnesium transporter"
"3535"	"Rsub_08165"	"hypothetical_protein"
"3536"	"Rsub_08167"	"MCTS, TMA20; malignant T-cell-amplified sequence"
"3537"	"Rsub_08168"	"rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]"
"3538"	"Rsub_08169"	"UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]"
"3539"	"Rsub_08171"	"hypothetical_protein"
"3540"	"Rsub_08173"	"hypothetical_protein"
"3541"	"Rsub_08175"	"orn, REX2, REXO2; oligoribonuclease [EC:3.1.-.-]"
"3542"	"Rsub_08176"	"HNRNPA2B1; heterogeneous nuclear ribonucleoprotein A2/B1"
"3543"	"Rsub_07439"	"hypothetical_protein"
"3544"	"Rsub_07440"	"EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]"
"3545"	"Rsub_07442"	"E2.1.1.95; tocopherol O-methyltransferase [EC:2.1.1.95]"
"3546"	"Rsub_07443"	"hypothetical_protein"
"3547"	"Rsub_07447"	"hypothetical_protein"
"3548"	"Rsub_07448"	"hypothetical_protein"
"3549"	"Rsub_07449"	"GBP1_3_4_7; guanylate-binding protein 1/3/4/7"
"3550"	"Rsub_07452"	"AS3MT; arsenite methyltransferase [EC:2.1.1.137]"
"3551"	"Rsub_07453"	"AS3MT; arsenite methyltransferase [EC:2.1.1.137]"
"3552"	"Rsub_07456"	"PTCD1; pentatricopeptide repeat domain-containing protein 1"
"3553"	"Rsub_07458"	"SETD6; N-lysine methyltransferase SETD6 [EC:2.1.1.-]"
"3554"	"Rsub_07460"	"hypothetical_protein"
"3555"	"Rsub_07461"	"PDPK1; 3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1]"
"3556"	"Rsub_07464"	"hypothetical_protein"
"3557"	"Rsub_07467"	"RMND5; E3 ubiquitin-protein transferase RMND5 [EC:2.3.2.27]"
"3558"	"Rsub_07468"	"hypothetical_protein"
"3559"	"Rsub_07470"	"ACP7; acid phosphatase type 7"
"3560"	"Rsub_07471"	"map; methionyl aminopeptidase [EC:3.4.11.18]"
"3561"	"Rsub_07472"	"hypothetical_protein"
"3562"	"Rsub_07474"	"psbO; photosystem II oxygen-evolving enhancer protein 1"
"3563"	"Rsub_07476"	"hypothetical_protein"
"3564"	"Rsub_07480"	"hypothetical_protein"
"3565"	"Rsub_07482"	"hypothetical_protein"
"3566"	"Rsub_07483"	"PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]"
"3567"	"Rsub_07485"	"hypothetical_protein"
"3568"	"Rsub_07487"	"hypothetical_protein"
"3569"	"Rsub_07490"	"hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]"
"3570"	"Rsub_07491"	"hypothetical_protein"
"3571"	"Rsub_07495"	"AVP; H+-translocating diphosphatase [EC:7.1.3.1]"
"3572"	"Rsub_07500"	"hypothetical_protein"
"3573"	"Rsub_07506"	"trpE; anthranilate synthase component I [EC:4.1.3.27]"
"3574"	"Rsub_07507"	"clpB; ATP-dependent Clp protease ATP-binding subunit ClpB"
"3575"	"Rsub_07509"	"hypothetical_protein"
"3576"	"Rsub_07512"	"OVM, ANT; AP2-like factor, ANT lineage"
"3577"	"Rsub_07513"	"DDX1; ATP-dependent RNA helicase DDX1 [EC:5.6.2.7]"
"3578"	"Rsub_07514"	"hypothetical_protein"
"3579"	"Rsub_07515"	"hypothetical_protein"
"3580"	"Rsub_07516"	"hypothetical_protein"
"3581"	"Rsub_07517"	"MDH2; malate dehydrogenase [EC:1.1.1.37]"
"3582"	"Rsub_07518"	"CLP1, HERB; polyribonucleotide 5'-hydroxyl-kinase [EC:2.7.1.78]"
"3583"	"Rsub_07520"	"RPAC1, RPC40, POLR1C; DNA-directed RNA polymerases I and III subunit RPAC1"
"3584"	"Rsub_07522"	"hypothetical_protein"
"3585"	"Rsub_07524"	"UBE2I, UBC9; ubiquitin-conjugating enzyme E2 I"
"3586"	"Rsub_07526"	"grxD, GLRX5; monothiol glutaredoxin"
"3587"	"Rsub_07528"	"hypothetical_protein"
"3588"	"Rsub_07531"	"IQCA, DRC11; dynein regulatory complex subunit 11"
"3589"	"Rsub_07534"	"hypothetical_protein"
"3590"	"Rsub_07539"	"hypothetical_protein"
"3591"	"Rsub_07541"	"iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]"
"3592"	"Rsub_07544"	"TC.DASS; divalent anion:Na+ symporter, DASS family"
"3593"	"Rsub_07545"	"aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]"
"3594"	"Rsub_07546"	"hypothetical_protein"
"3595"	"Rsub_07548"	"hypothetical_protein"
"3596"	"Rsub_07549"	"ABCG2, CD338; ATP-binding cassette, subfamily G (WHITE), member 2"
"3597"	"Rsub_07550"	"ABCG2, CD338; ATP-binding cassette, subfamily G (WHITE), member 2"
"3598"	"Rsub_07553"	"recA; recombination protein RecA"
"3599"	"Rsub_07554"	"hisD; histidinol dehydrogenase [EC:1.1.1.23]"
"3600"	"Rsub_07555"	"ndk, NME; nucleoside-diphosphate kinase [EC:2.7.4.6]"
"3601"	"Rsub_07556"	"hypothetical_protein"
"3602"	"Rsub_07561"	"DDX3X, bel; ATP-dependent RNA helicase DDX3X [EC:5.6.2.7]"
"3603"	"Rsub_07562"	"mrp, NUBPL; ATP-binding protein involved in chromosome partitioning"
"3604"	"Rsub_07565"	"hypothetical_protein"
"3605"	"Rsub_07567"	"hypothetical_protein"
"3606"	"Rsub_07568"	"hypothetical_protein"
"3607"	"Rsub_07570"	"trmB, METTL1, TRM8; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]"
"3608"	"Rsub_07573"	"DNAJB11; DnaJ homolog subfamily B member 11"
"3609"	"Rsub_07574"	"SKP1, CBF3D; S-phase kinase-associated protein 1"
"3610"	"Rsub_07577"	"hypothetical_protein"
"3611"	"Rsub_07579"	"GGH; gamma-glutamyl hydrolase [EC:3.4.19.9]"
"3612"	"Rsub_07580"	"K06877; DEAD/DEAH box helicase domain-containing protein"
"3613"	"Rsub_07581"	"TH1L, NELFD; negative elongation factor C/D"
"3614"	"Rsub_07582"	"TFDP1; transcription factor Dp-1"
"3615"	"Rsub_07584"	"kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]"
"3616"	"Rsub_07668"	"hypothetical_protein"
"3617"	"Rsub_07671"	"HIBCH; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]"
"3618"	"Rsub_07672"	"hypothetical_protein"
"3619"	"Rsub_07676"	"metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"
"3620"	"Rsub_07677"	"hypothetical_protein"
"3621"	"Rsub_07678"	"hypothetical_protein"
"3622"	"Rsub_07679"	"hypothetical_protein"
"3623"	"Rsub_07680"	"PHO87_91; phosphate transporter"
"3624"	"Rsub_07681"	"hypothetical_protein"
"3625"	"Rsub_07682"	"SNU13, NHP2L; U4/U6 small nuclear ribonucleoprotein SNU13"
"3626"	"Rsub_07683"	"hypothetical_protein"
"3627"	"Rsub_07684"	"PXMP2, PMP22; peroxisomal membrane protein 2"
"3628"	"Rsub_07685"	"RBMX2, IST3; RNA-binding motif protein, X-linked 2"
"3629"	"Rsub_07688"	"hypothetical_protein"
"3630"	"Rsub_07693"	"AK6, FAP7; adenylate kinase [EC:2.7.4.3]"
"3631"	"Rsub_07694"	"E2.1.1.103, NMT; phosphoethanolamine N-methyltransferase [EC:2.1.1.103]"
"3632"	"Rsub_07697"	"RACK1; guanine nucleotide-binding protein subunit beta-2-like 1 protein"
"3633"	"Rsub_07700"	"OS9; protein OS-9"
"3634"	"Rsub_07701"	"POLLUX, DMI1, CASTOR; ion channel POLLUX/CASTOR"
"3635"	"Rsub_07703"	"YKT6; synaptobrevin homolog YKT6"
"3636"	"Rsub_07706"	"MPV17; protein Mpv17"
"3637"	"Rsub_07709"	"SF3A2, SAP62; splicing factor 3A subunit 2"
"3638"	"Rsub_07710"	"hypothetical_protein"
"3639"	"Rsub_07711"	"SENP7; sentrin-specific protease 7 [EC:3.4.22.68]"
"3640"	"Rsub_07712"	"hypothetical_protein"
"3641"	"Rsub_07713"	"RP-L16, MRPL16, rplP; large subunit ribosomal protein L16"
"3642"	"Rsub_07717"	"hypothetical_protein"
"3643"	"Rsub_07719"	"NAA15_16; N-alpha-acetyltransferase 15/16, NatA auxiliary subunit"
"3644"	"Rsub_07720"	"RP-L21e, RPL21; large subunit ribosomal protein L21e"
"3645"	"Rsub_07729"	"NR; nitrate reductase (NAD(P)H) [EC:1.7.1.1 1.7.1.2 1.7.1.3]"
"3646"	"Rsub_07731"	"CPSF2, CFT2; cleavage and polyadenylation specificity factor subunit 2"
"3647"	"Rsub_07733"	"pgm; phosphoglucomutase [EC:5.4.2.2]"
"3648"	"Rsub_07734"	"CD2BP2, PPP1R59; CD2 antigen cytoplasmic tail-binding protein 2"
"3649"	"Rsub_07735"	"hypothetical_protein"
"3650"	"Rsub_07736"	"HELLS, DDM1; ATP-dependent DNA helicase"
"3651"	"Rsub_07737"	"ELF2C, AGO; eukaryotic translation initiation factor 2C"
"3652"	"Rsub_07739"	"mtnK; 5-methylthioribose kinase [EC:2.7.1.100]"
"3653"	"Rsub_07740"	"hypothetical_protein"
"3654"	"Rsub_07741"	"leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]"
"3655"	"Rsub_07743"	"hypothetical_protein"
"3656"	"Rsub_07877"	"hypothetical_protein"
"3657"	"Rsub_07879"	"proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]"
"3658"	"Rsub_07880"	"FHIT; bis(5'-adenosyl)-triphosphatase [EC:3.6.1.29]"
"3659"	"Rsub_07881"	"hypothetical_protein"
"3660"	"Rsub_07882"	"VH; vicianin beta-glucosidase [EC:3.2.1.119]"
"3661"	"Rsub_07884"	"hypothetical_protein"
"3662"	"Rsub_07891"	"hypothetical_protein"
"3663"	"Rsub_07892"	"hypothetical_protein"
"3664"	"Rsub_07894"	"LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]"
"3665"	"Rsub_07895"	"hypothetical_protein"
"3666"	"Rsub_07898"	"hypothetical_protein"
"3667"	"Rsub_07905"	"RP-S26e, RPS26; small subunit ribosomal protein S26e"
"3668"	"Rsub_07906"	"cysK; cysteine synthase [EC:2.5.1.47]"
"3669"	"Rsub_07907"	"gshA; glutamate--cysteine ligase [EC:6.3.2.2]"
"3670"	"Rsub_07908"	"hypothetical_protein"
"3671"	"Rsub_07909"	"SIRT4, SIR2L4; NAD-dependent protein deacetylase/lipoamidase sirtuin 4 [EC:2.3.1.286 2.3.1.313]"
"3672"	"Rsub_07912"	"CMT1; alpha-1,3-mannosyltransferase [EC:2.4.1.-]"
"3673"	"Rsub_07915"	"thiDE; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]"
"3674"	"Rsub_07916"	"APC11, ANAPC11; anaphase-promoting complex subunit 11"
"3675"	"Rsub_07917"	"hypothetical_protein"
"3676"	"Rsub_07918"	"hypothetical_protein"
"3677"	"Rsub_07921"	"RPN2, SWP1; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit 2 (ribophorin II)"
"3678"	"Rsub_07923"	"RPS6KB; ribosomal protein S6 kinase beta [EC:2.7.11.1]"
"3679"	"Rsub_07924"	"pflX; putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]"
"3680"	"Rsub_07926"	"NOP15; nucleolar protein 15"
"3681"	"Rsub_07928"	"ATAD1, MSP1; outer mitochondrial transmembrane helix translocase"
"3682"	"Rsub_07930"	"hypothetical_protein"
"3683"	"Rsub_07935"	"DEGP9; protease Do-like 9 [EC:3.4.21.-]"
"3684"	"Rsub_07940"	"aroB; 3-dehydroquinate synthase [EC:4.2.3.4]"
"3685"	"Rsub_07941"	"ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]"
"3686"	"Rsub_07944"	"hypothetical_protein"
"3687"	"Rsub_07948"	"RAD23, HR23; UV excision repair protein RAD23"
"3688"	"Rsub_07951"	"hypothetical_protein"
"3689"	"Rsub_07952"	"hypothetical_protein"
"3690"	"Rsub_07953"	"hypothetical_protein"
"3691"	"Rsub_07956"	"hypothetical_protein"
"3692"	"Rsub_08275"	"hypothetical_protein"
"3693"	"Rsub_08277"	"DHFS; dihydrofolate synthase [EC:6.3.2.12]"
"3694"	"Rsub_08278"	"NOL, NYC1; chlorophyll(ide) b reductase [EC:1.1.1.294]"
"3695"	"Rsub_08279"	"hypothetical_protein"
"3696"	"Rsub_08281"	"hypothetical_protein"
"3697"	"Rsub_08284"	"PRMT5, HSL7; type II protein arginine methyltransferase [EC:2.1.1.320]"
"3698"	"Rsub_08286"	"hypothetical_protein"
"3699"	"Rsub_08289"	"copA, ctpA, ATP7; P-type Cu+ transporter [EC:7.2.2.8]"
"3700"	"Rsub_08290"	"RRP40, EXOSC3; exosome complex component RRP40"
"3701"	"Rsub_08291"	"pabAB; para-aminobenzoate synthetase [EC:2.6.1.85]"
"3702"	"Rsub_08295"	"hypothetical_protein"
"3703"	"Rsub_08297"	"hypothetical_protein"
"3704"	"Rsub_08298"	"hypothetical_protein"
"3705"	"Rsub_08299"	"rdgB, ITPA; XTP/dITP diphosphohydrolase [EC:3.6.1.66]"
"3706"	"Rsub_08300"	"hypothetical_protein"
"3707"	"Rsub_08302"	"TXNL4A, DIB1; U5 snRNP protein, DIM1 family"
"3708"	"Rsub_08310"	"hypothetical_protein"
"3709"	"Rsub_08313"	"hypothetical_protein"
"3710"	"Rsub_08314"	"hypothetical_protein"
"3711"	"Rsub_08317"	"phnZ; 2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming) [EC:1.13.11.78]"
"3712"	"Rsub_08319"	"hypothetical_protein"
"3713"	"Rsub_08322"	"PRKDC; DNA-dependent protein kinase catalytic subunit [EC:2.7.11.1]"
"3714"	"Rsub_08326"	"hypothetical_protein"
"3715"	"Rsub_08327"	"hypothetical_protein"
"3716"	"Rsub_08328"	"hypothetical_protein"
"3717"	"Rsub_08329"	"RPN13; 26S proteasome regulatory subunit N13"
"3718"	"Rsub_08330"	"hypothetical_protein"
"3719"	"Rsub_08333"	"hypothetical_protein"
"3720"	"Rsub_08334"	"hypothetical_protein"
"3721"	"Rsub_08336"	"hypothetical_protein"
"3722"	"Rsub_08338"	"hypothetical_protein"
"3723"	"Rsub_08340"	"hypothetical_protein"
"3724"	"Rsub_08344"	"BCS1; mitochondrial chaperone BCS1"
"3725"	"Rsub_08346"	"hypothetical_protein"
"3726"	"Rsub_08347"	"hypothetical_protein"
"3727"	"Rsub_08348"	"hypothetical_protein"
"3728"	"Rsub_07746"	"hypothetical_protein"
"3729"	"Rsub_07754"	"ILKAP; integrin-linked kinase-associated serine/threonine phosphatase 2C [EC:3.1.3.16]"
"3730"	"Rsub_07756"	"ILKAP; integrin-linked kinase-associated serine/threonine phosphatase 2C [EC:3.1.3.16]"
"3731"	"Rsub_07758"	"hypothetical_protein"
"3732"	"Rsub_07759"	"hypothetical_protein"
"3733"	"Rsub_07761"	"RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17"
"3734"	"Rsub_07764"	"hypothetical_protein"
"3735"	"Rsub_07766"	"FAH; dihydroceramide fatty acyl 2-hydroxylase [EC:1.14.18.7]"
"3736"	"Rsub_07769"	"hypothetical_protein"
"3737"	"Rsub_07770"	"hypothetical_protein"
"3738"	"Rsub_07771"	"lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]"
"3739"	"Rsub_07772"	"hypothetical_protein"
"3740"	"Rsub_07774"	"RP-L25, rplY; large subunit ribosomal protein L25"
"3741"	"Rsub_07776"	"hypothetical_protein"
"3742"	"Rsub_07777"	"hypothetical_protein"
"3743"	"Rsub_07778"	"hypothetical_protein"
"3744"	"Rsub_07779"	"hypothetical_protein"
"3745"	"Rsub_07780"	"hypothetical_protein"
"3746"	"Rsub_07786"	"SENP1; sentrin-specific protease 1 [EC:3.4.22.68]"
"3747"	"Rsub_07788"	"USP5_13, UBP14; ubiquitin carboxyl-terminal hydrolase 5/13 [EC:3.4.19.12]"
"3748"	"Rsub_07793"	"hypothetical_protein"
"3749"	"Rsub_07796"	"hypothetical_protein"
"3750"	"Rsub_07799"	"hypothetical_protein"
"3751"	"Rsub_07800"	"hypothetical_protein"
"3752"	"Rsub_07801"	"fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]"
"3753"	"Rsub_07804"	"hypothetical_protein"
"3754"	"Rsub_07805"	"katE, CAT, catB, srpA; catalase [EC:1.11.1.6]"
"3755"	"Rsub_07806"	"hypothetical_protein"
"3756"	"Rsub_07809"	"PELO, DOM34, pelA; protein pelota"
"3757"	"Rsub_07810"	"hypothetical_protein"
"3758"	"Rsub_07811"	"hypothetical_protein"
"3759"	"Rsub_07813"	"fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]"
"3760"	"Rsub_07814"	"ECM29; proteasome component ECM29"
"3761"	"Rsub_08349"	"hypothetical_protein"
"3762"	"Rsub_08350"	"hypothetical_protein"
"3763"	"Rsub_08351"	"SCPL-IV; serine carboxypeptidase-like clade IV [EC:3.4.16.-]"
"3764"	"Rsub_08352"	"hypothetical_protein"
"3765"	"Rsub_08354"	"hypothetical_protein"
"3766"	"Rsub_08355"	"hypothetical_protein"
"3767"	"Rsub_08360"	"PK, pyk; pyruvate kinase [EC:2.7.1.40]"
"3768"	"Rsub_08363"	"SMARCA3, HLTF; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A3 [EC:5.6.2. 2.3.2.27]"
"3769"	"Rsub_08366"	"H2B; histone H2B"
"3770"	"Rsub_08367"	"H4; histone H4"
"3771"	"Rsub_08368"	"H3; histone H3"
"3772"	"Rsub_08371"	"ACP7; acid phosphatase type 7"
"3773"	"Rsub_08372"	"ACP7; acid phosphatase type 7"
"3774"	"Rsub_08375"	"GANAB; mannosyl-oligosaccharide alpha-1,3-glucosidase [EC:3.2.1.207]"
"3775"	"Rsub_08377"	"VPS41; vacuolar protein sorting-associated protein 41"
"3776"	"Rsub_08379"	"hypothetical_protein"
"3777"	"Rsub_08382"	"PHOT; phototropin [EC:2.7.11.1]"
"3778"	"Rsub_08383"	"hypothetical_protein"
"3779"	"Rsub_08384"	"hypothetical_protein"
"3780"	"Rsub_08385"	"hypothetical_protein"
"3781"	"Rsub_08386"	"hypothetical_protein"
"3782"	"Rsub_08387"	"hypothetical_protein"
"3783"	"Rsub_08388"	"galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]"
"3784"	"Rsub_08389"	"SPR1; protein SPIRAL1 and related proteins"
"3785"	"Rsub_08392"	"NOCT, CCRN4L; nocturnin [EC:3.1.3.108]"
"3786"	"Rsub_08394"	"hypothetical_protein"
"3787"	"Rsub_08395"	"mutY; A/G-specific adenine glycosylase [EC:3.2.2.31]"
"3788"	"Rsub_08396"	"DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"
"3789"	"Rsub_08400"	"HTRA2, PRSS25; HtrA serine peptidase 2 [EC:3.4.21.108]"
"3790"	"Rsub_08401"	"RCE1, FACE2; intramembrane prenyl-peptidase [EC:3.4.26.1]"
"3791"	"Rsub_08403"	"H2A; histone H2A"
"3792"	"Rsub_08404"	"H2B; histone H2B"
"3793"	"Rsub_08405"	"H4; histone H4"
"3794"	"Rsub_08406"	"H3; histone H3"
"3795"	"Rsub_08410"	"E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]"
"3796"	"Rsub_08412"	"ADT, PDT; arogenate/prephenate dehydratase [EC:4.2.1.91 4.2.1.51]"
"3797"	"Rsub_08415"	"RAN; GTP-binding nuclear protein Ran"
"3798"	"Rsub_08418"	"accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]"
"3799"	"Rsub_08419"	"EIF2B3; translation initiation factor eIF-2B subunit gamma"
"3800"	"Rsub_08420"	"SNAP91, AP180, CALM; clathrin coat assembly protein AP180"
"3801"	"Rsub_08423"	"gcvT, AMT; glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]"
"3802"	"Rsub_08424"	"EGY; zinc metalloprotease EGY, chloroplastic [EC:3.4.24.-]"
"3803"	"Rsub_08425"	"hypothetical_protein"
"3804"	"Rsub_08426"	"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]"
"3805"	"Rsub_07816"	"LZTR1; leucine-zipper-like transcriptional regulator 1"
"3806"	"Rsub_07817"	"hypothetical_protein"
"3807"	"Rsub_07818"	"BTBD9; BTB/POZ domain-containing protein 9"
"3808"	"Rsub_07820"	"hypothetical_protein"
"3809"	"Rsub_07823"	"glgA; starch synthase [EC:2.4.1.21]"
"3810"	"Rsub_07824"	"hypothetical_protein"
"3811"	"Rsub_07825"	"CYP55; fungal nitric oxide reductase [EC:1.7.1.14]"
"3812"	"Rsub_07827"	"MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]"
"3813"	"Rsub_07829"	"HST; homogentisate solanesyltransferase [EC:2.5.1.117]"
"3814"	"Rsub_07832"	"HEXA_B; hexosaminidase [EC:3.2.1.52]"
"3815"	"Rsub_07837"	"CWF19L1, DRN1; CWF19-like protein 1"
"3816"	"Rsub_07840"	"hypothetical_protein"
"3817"	"Rsub_07841"	"hypothetical_protein"
"3818"	"Rsub_07842"	"hypothetical_protein"
"3819"	"Rsub_07843"	"GAAA; D-galacturonate reductase [EC:1.1.1.-]"
"3820"	"Rsub_07844"	"hypothetical_protein"
"3821"	"Rsub_07845"	"hypothetical_protein"
"3822"	"Rsub_07846"	"RP-L37e, RPL37; large subunit ribosomal protein L37e"
"3823"	"Rsub_07847"	"hypothetical_protein"
"3824"	"Rsub_07850"	"pgm; phosphoglucomutase [EC:5.4.2.2]"
"3825"	"Rsub_07851"	"hypothetical_protein"
"3826"	"Rsub_07852"	"hypothetical_protein"
"3827"	"Rsub_07853"	"ASPM, ASP; abnormal spindle-like microcephaly-associated protein"
"3828"	"Rsub_07854"	"APTX; aprataxin [EC:3.6.1.70 3.6.1.71 3.6.1.72]"
"3829"	"Rsub_07856"	"OPR; 12-oxophytodienoic acid reductase [EC:1.3.1.42]"
"3830"	"Rsub_07860"	"DYNC2H, DNCH2; dynein cytoplasmic 2 heavy chain"
"3831"	"Rsub_07862"	"map; methionyl aminopeptidase [EC:3.4.11.18]"
"3832"	"Rsub_07866"	"GSS; glutathione synthase [EC:6.3.2.3]"
"3833"	"Rsub_07867"	"sat, met3; sulfate adenylyltransferase [EC:2.7.7.4]"
"3834"	"Rsub_07868"	"hypothetical_protein"
"3835"	"Rsub_07869"	"hypothetical_protein"
"3836"	"Rsub_07873"	"FTH1; ferritin heavy chain [EC:1.16.3.1]"
"3837"	"Rsub_07874"	"VPS39, VAM6; Vam6/Vps39-like protein vacuolar protein sorting-associated protein 39"
"3838"	"Rsub_08509"	"hypothetical_protein"
"3839"	"Rsub_08511"	"CDK7; cyclin-dependent kinase 7 [EC:2.7.11.22 2.7.11.23]"
"3840"	"Rsub_08513"	"hypothetical_protein"
"3841"	"Rsub_08525"	"hypothetical_protein"
"3842"	"Rsub_08526"	"hypothetical_protein"
"3843"	"Rsub_08528"	"hypothetical_protein"
"3844"	"Rsub_08529"	"AIMP1, ARC1; aminoacyl tRNA synthase complex-interacting multifunctional protein 1"
"3845"	"Rsub_08530"	"hypothetical_protein"
"3846"	"Rsub_08531"	"hypothetical_protein"
"3847"	"Rsub_08532"	"ATPeV1F, ATP6S14; V-type H+-transporting ATPase subunit F"
"3848"	"Rsub_08539"	"hypothetical_protein"
"3849"	"Rsub_08540"	"hypothetical_protein"
"3850"	"Rsub_08541"	"CIRBP; cold-inducible RNA-binding protein"
"3851"	"Rsub_08542"	"hypothetical_protein"
"3852"	"Rsub_08547"	"hypothetical_protein"
"3853"	"Rsub_08548"	"hypothetical_protein"
"3854"	"Rsub_08550"	"hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]"
"3855"	"Rsub_08551"	"hypothetical_protein"
"3856"	"Rsub_08552"	"hypothetical_protein"
"3857"	"Rsub_08553"	"hypothetical_protein"
"3858"	"Rsub_08554"	"CWC15; protein CWC15"
"3859"	"Rsub_08555"	"hypothetical_protein"
"3860"	"Rsub_08556"	"hypothetical_protein"
"3861"	"Rsub_08557"	"MS1, MMD1; PHD finger protein MS1/MMD1"
"3862"	"Rsub_08558"	"hypothetical_protein"
"3863"	"Rsub_08563"	"E5.4.99.5; chorismate mutase [EC:5.4.99.5]"
"3864"	"Rsub_08570"	"GULO; L-gulonolactone oxidase [EC:1.1.3.8]"
"3865"	"Rsub_08571"	"GULO; L-gulonolactone oxidase [EC:1.1.3.8]"
"3866"	"Rsub_08572"	"GULO; L-gulonolactone oxidase [EC:1.1.3.8]"
"3867"	"Rsub_08576"	"EVI5; ecotropic viral integration site 5 protein"
"3868"	"Rsub_08577"	"hypothetical_protein"
"3869"	"Rsub_08578"	"hypothetical_protein"
"3870"	"Rsub_08580"	"SNAT; aralkylamine N-acetyltransferase [EC:2.3.1.87]"
"3871"	"Rsub_08582"	"hypothetical_protein"
"3872"	"Rsub_08584"	"hypothetical_protein"
"3873"	"Rsub_08586"	"ACTF; actin, other eukaryote"
"3874"	"Rsub_08588"	"hypothetical_protein"
"3875"	"Rsub_08590"	"E2.7.7.3B; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]"
"3876"	"Rsub_08594"	"clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]"
"3877"	"Rsub_08596"	"hypothetical_protein"
"3878"	"Rsub_08598"	"EIF2D; translation initiation factor 2D"
"3879"	"Rsub_08600"	"GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2]"
"3880"	"Rsub_08601"	"SF3A3, SAP61, PRP9; splicing factor 3A subunit 3"
"3881"	"Rsub_08602"	"hypothetical_protein"
"3882"	"Rsub_08603"	"hypothetical_protein"
"3883"	"Rsub_08604"	"hypothetical_protein"
"3884"	"Rsub_08605"	"hypothetical_protein"
"3885"	"Rsub_08606"	"hypothetical_protein"
"3886"	"Rsub_08608"	"CDK12_13; cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]"
"3887"	"Rsub_08609"	"HUGT; UDP-glucose:glycoprotein glucosyltransferase [EC:2.4.1.-]"
"3888"	"Rsub_08611"	"hypothetical_protein"
"3889"	"Rsub_08614"	"hypothetical_protein"
